Restaurant,Address,Status,Timings,Contact,Dish Name,Price
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pastry Chocolate,₹42.37
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Black Forest Pastry,₹38.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Confectionery.,₹381.36
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dragee Milk Hazelnut 100G,₹508.47
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dragee Dark Almond 100G,₹614.41
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dragee Rose Almond 100G,₹148.31
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Walnut Brownie 80G,₹152.54
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kitkat Doughnut,₹508.47
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chocochip Muffin 70G,₹593.21
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Fruit Muffin 70G,₹593.22
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chocolates,₹177.96
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chocolate Box 15pcs,₹127.12
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chocolate Box 21 Pcs,₹127.12
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chocolate Tray 21 pc,₹169.49
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cookies,₹169.49
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cornflakes Coconut Cookies Box,₹139.83
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chocolate Choco Chip Cookies Box,₹139.84
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cookies Box Hamper 3 Pcs,₹220
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cookies Box Hamper 4 Pcs,₹240
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cookies Tray Hamper 3Pc X 3,₹119.05
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Biscuit Choco Chips 400g,₹104.76
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Biscuit Marble 400 g,₹105.93
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Biscuit Jeera Namkeen 400 Grams,₹110
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Biscuit Milk Pista 400 Grams,₹101.69
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Biscuit Coconut 400G,₹102
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Biscuit Ajwain 400G,₹101.69
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Biscuit Jeera 400G,₹101.69
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Almond Pista Biscuit 400G,₹110.17
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Biscuit Atta Patti Desi Ghee 400G,₹85.71
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Rusks & Toasts,₹85.71
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Elaichi Rusk 400G,₹150
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Saunf Rusk 400G,₹85
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Peri Peri Toast 200 gm,₹110
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Khari/Puffs,₹130
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Whole Wheat Jeera Puff 300G,₹95
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Ajwain Puff 300g,₹100
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Jeera Puff 300G,₹100
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Masala Marori Puff 300G,₹78
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Plain Puff 300G,₹57.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Multigrain Puff 300G,₹57.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,"Krispes, Jaggery & Mukhwas",₹57.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Khakhra Crispy Ajwain 200G,₹57.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Khakhra Masala 200G,₹160
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Drinks (Beverages),₹95
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Soda Lime Ice,₹150
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Americano Coffee,₹150
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Coffee Cappuccino,₹75
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cold Coffee,₹452.38
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kesar Pista Badam Milk,₹1047.62
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Lassi Masala,₹1000
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Lassi Kesaria,₹904.76
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chhach,₹550
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Can Pepsi,₹762
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Can Mirinda,₹857.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Can 7 Up,₹660
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Can Pepsi Black,₹714
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Green Apple,₹714.29
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Mint Mojito,₹510.21
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Shake Coffee Milk,₹770
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Milk Shake Butter Scotch,₹561.22
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Fresh Lime Soda,₹561.22
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baklava & Kunafa,₹561.22
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Assorted Baklava Nine Pcs,₹595.24
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Assorted Baklava Twenty Five Pcs.,₹35
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Turkish Baklava Box 4 in 1,₹40
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Turkish Baklava Box 6 in 1,₹40
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baklava Kaju Finger 500G,₹144.07
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kunafa Almond Nest 500G,₹144.07
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kunafa Pista Nest,₹258.93
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baklava Almond Caramel Tart 600G,₹144.07
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baklava Pista Finger 500G,₹151.79
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baklava Pista Pyramid,₹169.49
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baklava Kaju Pyramid,₹152.54
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baklava Badam Pyramid 700g,₹118.64
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baklava Kaju Square,₹144.07
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baklava Mix Fruit Diamond,₹118.64
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baklava Kita Kaju,₹118.64
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baklava Mix fruit Tart,₹144.07
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Quickbites (Bakery).,₹144.07
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Puff Aloo Patty,₹350
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Puff Paneer Patty,₹187.50
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Paneer Patties,₹253.39
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Syrups,₹60
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Syrup Khus 750 ML,₹151.79
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Syrup Jeera Shikanji 750 ML,₹107.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Syrup Thandai 700 ML,₹107.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Syrup Rose 750 ML,₹107.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Syrup Orange 750 ML,₹107.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Bakery,₹107.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baked Del Kaju Pista 400g,₹160.71
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baked Del Milk Kaju Cookies 400g,₹105.94
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baked Del Jeera Cookies 400g,₹89.29
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baked Del Coconut Cookies 400g,₹63.56
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baked Del Ajwain Cookies 400g,₹84.75
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baked Del Marble 400g,₹66.96
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Baked Del Choco Kaju 400g,₹105.93
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,New Launch,₹295
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Aloo Do Pyaza,₹159
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Potato Wadges,₹419
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Classic Combo,₹429
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Do Pyaza Combo,₹599
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Pizza Single Combo,₹219
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Veg Classic Pizza,₹219
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Double Cheese Margherita,₹255
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Fresh Veggie,₹255
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Garden Fresh,₹290
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Green Mexicana,₹255
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Makhani Paneer,₹290
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Paneer Pepprika,₹305
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Spicy Veg Peri Peri,₹305
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Tandoori Corn,₹290
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Tandoori Onion Paneer,₹290
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Veg Supreme,₹219
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Veggie Delight,₹159
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Veggie Special,₹159
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Mania (100% Dairy Cheese),₹159
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Soya,₹165
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Onion,₹199
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Capsicum,₹249
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Paneer,₹199
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Onion Corn,₹199
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Indian Classic,₹239
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Chicken Tikka,₹239
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Barbeque Chicken,₹199
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Chicken Tikka Onion,₹199
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Barbeque Chicken Onion,₹199
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Paneer Red Pepper,₹199
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Onion Mushroom,₹255
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Corn Jalapenos,₹225
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Onion Capsicum,₹225
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Non Veg Classic Pizza,₹360
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Barbeque Chicken,₹290
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Cheesy Murgh,₹255
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Cheesy Spicy Chicken,₹335
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Chicken Delight,₹335
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Chicken Mexicana,₹350
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Chicken Tikka Pizza,₹360
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Golden Chicken,₹255
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Hot Chicken Peri Peri,₹255
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Makhani Chicken Delight,₹419
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Non Veg Lover,₹519
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Smokey Chicken,₹319
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Spicy Chicken,₹619
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Combo,₹719
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,BM Veg Single HT Combo,₹769
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,BM Veg Single Pan Crust Combo,₹319
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Veg Loaded Combo,₹57
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,BM Veg Double HT Combo,₹57
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,BM Veg Double Pan Crust Combo,₹57
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Mania Combo,₹119
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Premium Cheesy Delight Combo,₹119
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Drinks (Beverages),₹125
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Pepsi 475ML,₹125
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,7 UP (475 ml),₹125
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Mirinda 475ML,₹125
Rominus Pizza & Burger,"63/2- C, Unit 18/20, Ground Floor, Mega Mall, Mall Road, Kanpur",Open now,"12midnight – 3am, 10am – 12midnight (Today)",+918528890761,Strawberry Beer (Non Alcoholic) 330 ML,₹175
